"[AG-409] BÁO CÁO CHI TIẾT TIẾN ĐỘ ĐƠN HÀNG NĂM 2026","","","","","","","","","","","","","","","","","","","","","","","",""
"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","",""
"627","THÁNG 11","25/11/2025","PKD SĨ","KH","KTQ","[DHAG-25/11/06","DD","CW35HT1","DÂY MÌ DẸP XOẮN 0.35MM","416W","45-50","10","52.00","","","","","16","Đã giao đủ 14/01/2026","HOÀN TẤT","","","",""
"628","THÁNG 11","25/11/2025","PKD SĨ","KH","KTQ","[DHAG-25/11/06","DD","BW30FS","LẮC FRANCO VUÔNG 0.30MM","416W","15-16-17","5","6.20","","","","","","","NGƯNG SX","","","",""
"629","THÁNG 11","25/11/2025","PKD SĨ","KH","KTQ","[DHAG-25/11/06","DD","BW35FS","LẮC FRANCO VUÔNG 0.35MM","416W","15-16-17","5","8.90","","","","","","","NGƯNG SX","","","",""
"630","THÁNG 11","25/11/2025","PKD SĨ","KH","KTQ","[DHAG-25/11/06","DD","CY35CA1","DÂY CHỮ CONG 0.35MM","750W","1000","1","42.87","","","","","","Đã giao đủ ngày 03/01/2025","HOÀN TẤT","","","",""
"631","THÁNG 11","25/11/2025","PKD SĨ","KH","KTQ","[DHAG-25/11/06","BB","CBW24","Dây Bi Size 
2.0mm Khắc Kim Cương
4.0mm Khắc Chữ S Cong","416W","45","5","77.70","","","","","5","Đã giao đủ ngày 29/01/2025","CHƯA HOÀN TẤT","","","",""
"632","THÁNG 11","25/11/2025","PKD SĨ","KH","KTQ","[DHAG-25/11/06","BB","CBW2.55","Dây Bi Size 
2.5mm Khắc Kim Cương
5.0mm Khắc Chữ S Cong","416W","45","5","85.50","","","","","5","Đã giao ngày 21/01/2026","HOÀN TẤT","","","",""
"633","THÁNG 11","25/11/2025","PKD SĨ","KH","KTQ","[DHAG-25/11/06","BB","GBW24","Vòng  Bi Size 
2.0mm Khắc Kim Cương
4.0mm Khắc Chữ S Cong","416W","48-50-52-54","12","73.08","","","","","9","Đã giao ngày 22/01/2026","CHƯA GIAO ĐỦ","","","",""
"634","THÁNG 11","25/11/2025","PKD SĨ","KH","KTQ","[DHAG-25/11/06","BB","GBW2.55","Vòng  Bi Size 
2.5mm Khắc Kim Cương
5.0mm Khắc Chữ S Cong","416W","48-50-52-54","12","89.28","","","","","10","Đã giao ngày 21/01/2025","CHƯA GIAO ĐỦ","","","",""
"635","THÁNG 11","25/11/2025","CH2","KH","","[DHAG-25/11/07","BB","BBY5","Lắc bi 5.0mm","750Y","15","1","7.50","","","","","1","Đã giao đủ ngày 02/12/2025","HOÀN TẤT","","","",""
"636","THÁNG 12","01/12/2025","PKD SĨ","KH","LUCNT","[DHAG-25/12/01","DD","BW70FS","Lắc Franco vuông 0.70mm","750W","16-17","4","0.55","","","","","4","Đã giao đủ ngày 16/12/2025","HOÀN TẤT","","","",""
"637","THÁNG 12","01/12/2025","PKD SĨ","KH","LUCNT","[DHAG-25/12/01","DD","BW70FS-TT","Lắc Franco vuông 0.70mm","750W","20","1","0.17","","","","","1","Đã giao đủ ngày 16/12/2025","HOÀN TẤT","","","",""
"638","THÁNG 12","03/12/2025","PSX L2","","","[DHAG-25/12/02]","","PKKCC","Phụ kiện khóa càng cua","750Y","4x10","1","0.58","","","","","1","Đã giao ngày 03/12/2025","HOÀN TẤT","","","",""
"639","THÁNG 12","06/12/2025","PKD SĨ","KH","KIM PHÓN","[DHAG-25/12/03]","BB","BBW3.0","Lắc bi 3.0mm","416W","16-17","2","10.68","","","","","","","CHƯA HOÀN TẤT","","","",""
"640","THÁNG 12","06/12/2025","PKD SĨ","KH","KIM PHÓN","[DHAG-25/12/03]","BB","BBW46","Lắc bi 4.0mm/6.0mm","416W","16-17","2","14.34","","","","","","","CHƯA HOÀN TẤT","","","",""
"641","THÁNG 12","06/12/2025","PKD SĨ","KH","KIM PHÓN","[DHAG-25/12/03]","BB","BBW2","Lắc bi 2.0mm","416W","16-17","2","7.68","","","","","","","CHƯA HOÀN TẤT","","","",""
"642","THÁNG 12","06/12/2025","PKD SĨ","KH","KIM PHÓN","[DHAG-25/12/03]","BB","CBW2.0","Dây bi 2.0mm","416W","43-45","2","20.32","","","","","","","CHƯA HOÀN TẤT","","","",""
"643","THÁNG 12","06/12/2025","PKD SĨ","KH","KIM PHÓN","[DHAG-25/12/03]","BB","CBW24","Dây bi 2.0mm/4.0mm","416W","43-45","2","31.08","","","","","","","CHƯA HOÀN TẤT","","","",""
"644","THÁNG 12","06/12/2025","PKD SĨ","KH","KIM PHÓN","[DHAG-25/12/03]","BB","CBW4","Dây bi 4.0mm","416W","44-46","2","40.92","","","","","","","CHƯA HOÀN TẤT","","","",""
"645","THÁNG 12","06/12/2025","PKD SĨ","KH","KIM PHÓN","[DHAG-25/12/03]","BB","GBW2.0-01","Vòng bi 1 tầng 2.0mm","416W","48, 50, 52, 54","8","52.40","","","","","","","CHƯA HOÀN TẤT","","","",""
"646","THÁNG 12","06/12/2025","PKD SĨ","KH","KIM PHÓN","[DHAG-25/12/03]","BB","GBW4.0-01","Vòng bi 1 tầng 4.0mm","416W","48, 50","4","29.36","","","","","","","CHƯA HOÀN TẤT","","","",""
"647","THÁNG 12","06/12/2025","PKD SĨ","KH","KIM PHÓN","[DHAG-25/12/03]","BB","GBW3.5-01","Vòng bi 1 tầng 3.0mm/5.0mm","416W","48, 50","4","27.88","","","","","","","CHƯA HOÀN TẤT","","","",""
"648","THÁNG 12","06/12/2025","PKD SĨ","KH","KIM PHÓN","[DHAG-25/12/03]","DD","BW35FS","LẮC FRANCO VUÔNG 0.35MM","416W","15-16","5","6.20","","","","","8","Đã giao ngày 15/01/2026","HOÀN TẤT","","","",""
"649","THÁNG 12","10/12/2025","PKD SĨ","KH","KIM THANH","[DHAG-25/12/04]","DD","CY30SS","DÂY MÌ VUÔNG 0.30MM","680Y","42","6","21.78","","","","","6","Đã giao đủ ngày 31/12/2025","HOÀN TẤT","","","",""
"650","THÁNG 12","10/12/2025","PKD SĨ","KH","KIM THANH","[DHAG-25/12/04]","BB","BBY368","LẮC THEO MẪU","680Y","15","2","17.08","","","","","","","CHƯA HOÀN TẤT","","","",""
"651","THÁNG 12","10/12/2025","PKD SĨ","KH","KIM THANH","[DHAG-25/12/04]","BB","BBY368","LẮC THEO MẪU","680Y","16","2","18.22","","","","","","","CHƯA HOÀN TẤT","","","",""
"652","THÁNG 12","10/12/2025","PKD SĨ","KH","KIM THANH","[DHAG-25/12/04]","BB","BBY368","LẮC THEO MẪU","680Y","17","1","9.68","","","","","","","CHƯA HOÀN TẤT","","","",""
"653","THÁNG 12","10/12/2025","PKD SĨ","KH","KIM THANH","[DHAG-25/12/04]","BB","GBY4568-01","Vòng Bi 1 Tầng Size 
+ 4.0 Khắc Xoáy
+5.0 Khắc Xoáy 
+ 6.0 Khắc chữ S
+8.0 Khắc chữ S","680Y","48, 50, 52","6","51.84","","","","","","","CHƯA HOÀN TẤT","","","",""
"654","THÁNG 12","10/12/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/12/05]","BB","BBY368","LẮC THEO MẪU","680Y","15","2","17.08","","","","","","","CHƯA HOÀN TẤT","","","",""
"655","THÁNG 12","10/12/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/12/05]","BB","BBY368","LẮC THEO MẪU","680Y","16","2","18.22","","","","","2","Đã giao đủ 22/12/2025","HOÀN TẤT","","","",""
"656","THÁNG 12","10/12/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/12/05]","BB","BBY368","LẮC THEO MẪU","680Y","17","2","19.36","","","","","","","CHƯA HOÀN TẤT","","","",""
"657","THÁNG 12","16/12/2025","PKD SĨ","KH","KIM THANH","[DHAG-25/12/06]","DD","BY70FS-TT","LẮC FRANCO VUÔNG 0.70MM","680Y","15.5","5","6.24","","","","","5","Đã giao đủ ngày 25/12/2025","HOÀN TẤT","","","",""
"658","THÁNG 12","16/12/2025","PKD SĨ","KH","KIM THANH","[DHAG-25/12/06]","DD","BY70FS-TT","LẮC FRANCO VUÔNG 0.70MM","680Y","16.5","5","6.24","","","","","5","Đã giao đủ ngày 25/12/2025","HOÀN TẤT","","","",""
"659","THÁNG 12","16/12/2025","PKD SĨ","KH","KIM THANH","[DHAG-25/12/06]","DD","BY70FS-TT","LẮC FRANCO VUÔNG 0.70MM","680Y","16","5","6.24","","","","","5","Đã giao đủ ngày 25/12/2025","HOÀN TẤT","","","",""
"660","THÁNG 12","16/12/2025","PKD SĨ","KH","KIM THANH","[DHAG-25/12/06]","DD","BY70FS-TT","LẮC FRANCO VUÔNG 0.70MM","680Y","17","5","6.24","","","","","7","Đã giao đủ ngày 25/12/2025","HOÀN TẤT","","","",""
"661","THÁNG 12","17/12/2025","PKD SĨ","KH","KIM BÍCH CƯƠNG","[DHAG-25/12/07]","DD","CW40CA4","DÂY CONG KHẾ 0.40MM","610W","43-45","3","7.26","","","","","12","Đã giao đủ ngày 24/12/2025","HOÀN TẤT","","","",""
"662","THÁNG 12","17/12/2025","PKD SĨ","KH","KIM BÍCH CƯƠNG","[DHAG-25/12/07]","DD","CW50CA4","DÂY CONG KHẾ 0.50MM","610W","43-45","3","9.99","","","","","8","Đã giao đủ ngày 24/12/2025","HOÀN TẤT","","","",""
"663","THÁNG 12","17/12/2025","PKD SĨ","KH","KIM BÍCH CƯƠNG","[DHAG-25/12/07]","DD","CW60CA4","DÂY CONG KHẾ 0.60MM","610W","43-45","3","15.15","","","","","6","Đã giao đủ ngày 24/12/2025","HOÀN TẤT","","","",""
"664","THÁNG 12","17/12/2025","PKD SĨ","KH","KIM BÍCH CƯƠNG","[DHAG-25/12/07]","BB","BBW346-TT","LẮC THEO MẪU","610W","15","3","10.50","","","","","","","CHƯA HOÀN TẤT","","","",""
"665","THÁNG 12","17/12/2025","PKD SĨ","KH","KIM BÍCH CƯƠNG","[DHAG-25/12/07]","BB","BBW2546-TT","LẮC THEO MẪU","610W","15","2","6.40","","","","","","","CHƯA HOÀN TẤT","","","",""
"666","THÁNG 12","17/12/2025","PKD SĨ","KH","KIM BÍCH CƯƠNG","[DHAG-25/12/07]","BB","GBW4568-01-TT","LẮC THEO MẪU","610W","50+52","2","17.28","","","","","","","CHƯA HOÀN TẤT","","","",""
"667","THÁNG 12","18/12/2025","PKD SĨ","KH","HAI NHO ","[DHAG-25/12/08]","DD","CY30SS","DÂY MÌ VUÔNG 0.30MM","680Y","45-48","5","18.10","","","","","6","Đã giao đủ ngày 31/12/2025","HOÀN TẤT","","","",""
"668","THÁNG 12","18/12/2025","PKD SĨ","KH","HAI NHO ","[DHAG-25/12/08]","DD","CY30SS","DÂY MÌ VUÔNG 0.30MM","680Y","46-48","5","18.10","","","","","","","CHƯA HOÀN TẤT","","","",""
"669","THÁNG 12","18/12/2025","PKD SĨ","KH","HAI NHO ","[DHAG-25/12/08]","DD","CY30SS","DÂY MÌ VUÔNG 0.30MM","680Y","48-50","3","11.31","","","","","","","CHƯA HOÀN TẤT","","","",""
"670","THÁNG 12","18/12/2025","PKD SĨ","KH","HAI NHO ","[DHAG-25/12/08]","DD","CY40CA4","DÂY CONG KHẾ 0.40MM","680Y","36-38","10","27.60","","","","","10","Đã giao đủ ngày 31/12/2025","HOÀN TẤT","","","",""
"671","THÁNG 12","18/12/2025","PKD SĨ","KH","HAI NHO ","[DHAG-25/12/08]","DD","CY50CA4","DÂY CONG KHẾ 0.50MM","680Y","36-38","10","32.40","","","","","","","CHƯA HOÀN TẤT","","","",""
"672","THÁNG 12","18/12/2025","PKD SĨ","KH","HAI NHO ","[DHAG-25/12/08]","DD","CY60CA4","DÂY CONG KHẾ 0.60MM","680Y","46-48","10","50.50","","","","","","","CHƯA HOÀN TẤT","","","",""
"673","THÁNG 12","18/12/2025","PKD SĨ","KH","HAI NHO ","[DHAG-25/12/08]","DD","CY70CA4","DÂY CONG KHẾ 0.70MM","680Y","48-50","5","36.95","","","","","","","CHƯA HOÀN TẤT","","","",""
"674","THÁNG 12","18/12/2025","PKD SĨ","KH","HAI NHO ","[DHAG-25/12/08]","BB","BBY5-TT","Lắc bi 5.0mm","680Y","16","3","19.98","","","","","","","CHƯA HOÀN TẤT","","","",""
"675","THÁNG 12","18/12/2025","PKD SĨ","KH","HAI NHO ","[DHAG-25/12/08]","BB","BBY6-TT","Lắc bi 6.0mm","680Y","16","3","26.61","","","","","","","CHƯA HOÀN TẤT","","","",""
"676","THÁNG 12","19/12/2025","PKD SĨ","KH","Ý NGỌC","[DHAG-25/12/09]","DD","CY30SS","DÂY MÌ VUÔNG 0.30MM","680Y","42-45","5","18.10","","","","","7","Đã giao đủ ngày 31/12/2025","HOÀN TẤT","","","",""
"677","THÁNG 12","19/12/2025","PKD SĨ","KH","Ý NGỌC","[DHAG-25/12/09]","DD","CY50CA4","DÂY CONG KHẾ 0.50MM","680Y","42-45","15","57.60","","","","","","","CHƯA HOÀN TẤT","","","",""
"678","THÁNG 12","19/12/2025","PKD SĨ","KH","Ý NGỌC","[DHAG-25/12/09]","DD","CY40CA4","DÂY CONG KHẾ 0.40MM","680Y","42-45","10","25.70","","","","","10","Đã giao đủ ngày 31/12/2025","HOÀN TẤT","","","",""
"679","THÁNG 12","19/12/2025","PKD SĨ","KH","Ý NGỌC","[DHAG-25/12/09]","DD","CY30CA1","DÂY CHỮ CONG 0.30MM","680Y","42-45","10","13.90","","","","","","","CHƯA HOÀN TẤT","","","",""
"680","THÁNG 12","19/12/2025","PKD SĨ","KH","Ý NGỌC","[DHAG-25/12/09]","BB","CBY2346","Dây bi 2.0mm/3.0mm/4.0mm/6.0mm","680Y","42-45","5","52.30","","","","","12","Đã giao ngày 07/01/2026","HOÀN TẤT","","","",""
"681","THÁNG 12","19/12/2025","PKD SĨ","KH","Ý NGỌC","[DHAG-25/12/09]","BB","BBY2546-TT","Lắc bi 2.5mm/4.0mm/6.0mm","680Y","15-16","5","16.00","","","","","5","Đã giao đủ ngày 30/12/2025","HOÀN TẤT","","","",""
"682","THÁNG 12","19/12/2025","PKD SĨ","KH","Ý NGỌC","[DHAG-25/12/09]","BB","BBY5-TT","Lắc bi 5.0mm
- Bi 5.0mm dưa hấu","680Y","15-16","5","31.25","","","","","","","CHƯA HOÀN TẤT","","","",""
"683","THÁNG 12","19/12/2025","PKD SĨ","KH","Ý NGỌC","[DHAG-25/12/09]","BB","BBY2.54-TT","Lắc bi 2.5mm/4.0mm
- Bi 2.5mm kiểu xoáy
- Bi 4.0mm kiểu caro","680Y","15-16","5","25.20","","","","","","","CHƯA HOÀN TẤT","","","",""
"684","THÁNG 12","19/12/2025","PKD SĨ","KH","Ý NGỌC","[DHAG-25/12/09]","BB","BB46-TT","Lắc bi 4.0mm/6.0mm
- Bi 4.0mm kiểu xoáy
- Bi 6.0mm kiểu caro","680Y","15-16","5","32.10","","","","","","","CHƯA HOÀN TẤT","","","",""
"685","THÁNG 12","19/12/2025","PKD SĨ","KH","Ý NGỌC","[DHAG-25/12/09]","BB","BBY4-TT","Lắc bi 4.0mm
- Bi 4.0 kiểu dưa hấu","680Y","15-16","5","29.60","","","","","","","CHƯA HOÀN TẤT","","","",""
"686","THÁNG 12","19/12/2025","PKD SĨ","KH","Ý NGỌC","[DHAG-25/12/09]","BB","BIDH40680Y","Bi rời 4.0mm khắc kiểu dưa hấu","680Y","","600","72.00","","","","","","","CHƯA HOÀN TẤT","","","",""
"687","THÁNG 12","19/12/2025","PKD SĨ","KH","Ý NGỌC","[DHAG-25/12/09]","BB","PKKGN","Phụ kiện khóa giọt nước","680Y","","20","6.94","","","","","20","Đã giao ngày 07/01/2026","HOÀN TẤT","","","",""
"688","THÁNG 12","22/12/2025","PKD SĨ","KH","TKKV","[DHAG-25/12/10]","DD","CW50CA1","DÂY CHỮ CONG 0.50MM (DÂY MÉT)","750W","2000","1","188.93","","","","","1","Đã giao đủ ngày 31/12/2025","HOÀN TẤT","","","",""
"689","THÁNG 12","22/12/2025","PKD SĨ","KH","TKKV","[DHAG-25/12/10]","DD","CW50CA4","DÂY CONG KHẾ 0.50 (DÂY MÉT)","750W","2000","1","187.08","","","","","1","Đã giao đủ ngày 31/12/2025","HOÀN TẤT","","","",""
"690","THÁNG 12","23/12/2025","PSX L2","","","[DHAG-25/12/11]","","PKKCC","KHÓA CÀNG CUA ","750Y","4.0*10","9","5.37","","","","","9","Đã giao đủ ngày 23/12/2025","HOÀN TẤT","","","",""
"691","THÁNG 12","23/12/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/12/12]","DD","CW50CA4","Dây cong khế 0.50mm","750W","42-45","5","22.00","","","","","12","Đã giao ngày 07/01/2026","HOÀN TẤT","","","",""
"692","THÁNG 12","23/12/2025","PKD SĨ","KH","KIM LAN","[DHAG-25/12/12]","DD","CW40CA4","Dây cong khế 0.40mm","750W","42-45","5","13.55","","","","","7","Đã giao ngày 08/01/2026","HOÀN TẤT","","","",""
"693","THÁNG 12","24/12/2025","PKD SĨ","KH","KIM LONG","[DHAG-25/12/13]","DD","CY50CA4","Dây cong khế 0.50mm","610Y","42, 44, 46","10","33.30","","","","","","","CHƯA HOÀN TẤT","","","",""
"694","THÁNG 12","24/12/2025","PKD SĨ","KH","KIM LONG","[DHAG-25/12/13]","DD","CY60CA4","Dây cong khế 0.60mm","610Y","44, 45","10","50.40","","","","","","","CHƯA HOÀN TẤT","","","",""
"695","THÁNG 12","24/12/2025","PKD SĨ","KH","KIM LONG","[DHAG-25/12/13]","DD","CY50HE","Dây mì dẹp trơn 0.50mm","610Y","44, 46, 48","10","94.00","","","","","","","CHƯA HOÀN TẤT","","","",""
"696","THÁNG 12","24/12/2025","PKD SĨ","KH","KIM LONG","[DHAG-25/12/13]","DD","CY60HE","Dây mì dẹp trơn 0.60mm","610Y","48","5","58.60","","","","","","","CHƯA HOÀN TẤT","","","",""
"697","THÁNG 12","24/12/2025","PKD SĨ","KH","KIM LONG","[DHAG-25/12/13]","BB","BBY2.546-TT-K1","Lắc bi kiểu mới","610Y","15-16","10","32.00","","","","","","","CHƯA HOÀN TẤT","","","",""
"698","THÁNG 12","24/12/2025","PKD SĨ","KH","KIM LONG","[DHAG-25/12/13]","BB","BBY3468-TT-K2","Lắc bi kiểu mới","610Y","15-16","10","35.00","","","","","","","CHƯA HOÀN TẤT","","","",""
"699","THÁNG 12","24/12/2025","PKD SĨ","KH","KIM LONG","[DHAG-25/12/13]","BB","CBY3468-K2","Dây bi kiểu mới","610Y","42-44","5","51.30","","","","","","","CHƯA HOÀN TẤT","","","",""
"700","THÁNG 12","24/12/2025","CH1","SR","","[DHAG-25/12/14]","DD","CY30FS","Dây Franco vuông 0.30mm","750Y","51","10","46","","","","","17","Đã giao đủ","HOÀN TẤT","27/04/2026","68.45gr","",""
"701","THÁNG 12","24/12/2025","CH1","SR","","[DHAG-25/12/14]-02","DD","CY45FS","Dây Franco vuông 0.45mm","750Y","51","10","60","","","","","","","NGƯNG SX","","","",""
"THEO DÕI TIẾN ĐỘ ĐƠN HÀNG NĂM 2026","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","",""
"STT","THÁNG","NGÀY ĐẶT HÀNG","CỬA HÀNG","SR/KH","KHÁCH HÀNG","SỐ PO","LOẠI SẢN PHÂM","MÃ SẢN PHẨM","TÊN SẢN PHẨM","LOẠI VÀNG","QUY CÁCH 
(Độ dài/Đường kính)","SỐ LƯỢNG
(Sợi/Viên)","TỔNG TRỌNG LƯỢNG
(Gram)","DEADLINE ĐƠN HÀNG","NGÀY ĐỀ XUẤT NVL","NGÀY NHẬN NVL","NGÀY BẮT ĐẦU THỰC HIỆN","ĐÃ GIAO","TIẾN ĐỘ HOÀN THÀNH","TRẠNG THÁI ĐƠN HÀNG","NGÀY HOÀN TẤT","","",""
"","","","","","","","","","","","","","","","","","","","","","","","",""
"703","THÁNG 01","08/01/2026","PKD SĨ","KH","KIM LAN","[DHAG-26/01/01]","BB","CBW2.0","Dây bi 2.0mm","750W","42-45","6","60.99","","","","","","","NGƯNG SX","","","",""
"704","THÁNG 01","08/01/2026","PKD SĨ","KH","KIM LAN","[DHAG-26/01/01]","BB","BBW3.0","Lắc bi 3.0mm","750W","14.8-15-16","9","48.06","","","","","","","NGƯNG SX","","","",""
"705","THÁNG 01","08/01/2026","PKD SĨ","KH","HAI NHO","[DHAG-26/01/02]","DD","CY35FS","DÂY FRANCO VUÔNG 0.35MM","680Y","46-48","10","47.67","","","","","15","Đã giao 15 sợi CY35FS ngày 12/01/2026","HOÀN TẤT","12/01/2026","","",""
"706","THÁNG 01","08/01/2026","PKD SĨ","KH","HAI NHO","[DHAG-26/01/02]","DD","CY40FS","DÂY FRANCO VUÔNG 0.40MM","680Y","46-50","5","32.37","","","","","","","NGƯNG SX","","","",""
"707","THÁNG 01","08/01/2026","PKD SĨ","KH","HAI NHO","[DHAG-26/01/02]","DD","CY50FS","DÂY FRANCO VUÔNG 0.50MM","680Y","50","5","47.85","","","","","","","NGƯNG SX","","","",""
"708","THÁNG 01","08/01/2026","PKD SĨ","KH","HAI NHO","[DHAG-26/01/02]","DD","CY70FS","DÂY FRANCO VUÔNG 0.70","680Y","50, 55","2","41.44","","","","","","","NGƯNG SX","","","",""
"709","THÁNG 01","09/01/2026","PKD SĨ","KH","KTQ","[DHAG-26/01/03]","DD","CW30HT1","DÂY MÌ DẸP XOẮN 0.30","416W","48-50","10","44.30","","","","","15","Đã giao 15 sợi CW30HT1 ngày 29/01/2026","HOÀN TẤT","29/01/2026","","",""
"710","THÁNG 01","09/01/2026","PKD SĨ","KH","KTQ","[DHAG-26/01/03]","DD","CW35HT1","DÂY MÌ DẸP XOẮN 0.35","416W","48-50","10","56.50","","","","","19","Đã giao 19 sợi CW35HT1  ngày 30/01/2026","HOÀN TẤT","30/01/2026","","",""
"711","THÁNG 01","09/01/2026","PKD SĨ","KH","KTQ","[DHAG-26/01/03]","DD","CW30SS","DÂY MÌ  VUÔNG 0.30","416W","45","20","60.20","","","","","21","Đã giao 21 sợi CW30SS ngày 24/01/2026","HOÀN TẤT","24/01/2026","","",""
"712","THÁNG 01","09/01/2026","PKD SĨ","KH","KTQ","[DHAG-26/01/03]","DD","CW30FS","DÂY FRANCO VUÔNG 0.30","416W","45","10","35.50","","","","","8","Đã giao 8 sợi CW30FS ngày 14/01/2026","HOÀN TẤT","14/01/2026","","",""
"713","THÁNG 01","09/01/2026","PKD SĨ","KH","KTQ","[DHAG-26/01/03]","DD","CW35FS","DÂY FRANCO VUÔNG 0.35MM","416W","45","10","39.40","","","","","8","Đã giao 8 sợi CW35FS ngày 14/01/2026","HOÀN TẤT","14/01/2026","","",""
"714","THÁNG 01","09/01/2026","PKD SĨ","KH","KTQ","[DHAG-26/01/04]","DD","CW35CA4","DÂY CONG KHẾ 0.35MM","750W","45","20","35.80","","","","","","","NGƯNG SX","","","",""
"715","THÁNG 01","09/01/2026","PKD SĨ","KH","KTQ","[DHAG-26/01/04]","DD","CW40CA4","DÂY CONG KHẾ 0.40MM","750W","45","20","48.40","","","","","10","Đã giao 10 sợi CW40CA4 ngày 30/01/2026","HOÀN TẤT","30/01/2026","","",""
"716","THÁNG 01","09/01/2026","PKD SĨ","KH","KTQ","[DHAG-26/01/04]","DD","CW40CA1","DÂY CHỮ CONG 0.40MM","750W","1000","1","64.78","","","","","1","Đã giao 1 sợi CW40CA1 ngày 26/01/2026","HOÀN TẤT","26/01/2026","","",""
"717","THÁNG 01","09/01/2026","PKD SĨ","KH","KTQ","[DHAG-26/01/04]","DD","CW40CA4","DÂY CHỮ CONG 0.40MM","750W","1000","1","53.78","","","","","1","Đã giao 1 sợi CW40CA4  ngày 26/01/2026","HOÀN TẤT","26/01/2026","","",""
"718","THÁNG 02","08/01/2026","CH2","KH","","[DHAG-26/02/01]","BB","BBW5.0","Lắc bi 5.0mm","750W","17.5","1","8.00","","","","","1","Đã giao 1 sợi BBW5 ngày 05/02/2026","HOÀN TẤT","05/02/2026","","",""
"719","THÁNG 03","16/03/2026","PSX L2","SR","","[DHAG-26/03/01]","BB","BICR40750Y","Bi rời 4.0 kiểu caro","750Y","","55","6.60","21/03/2026","","","","57","Đã giao đủ ","HOÀN TẤT","16/03/2026","","",""
"720","THÁNG 03","16/03/2026","PSX L2","SR","","[DHAG-26/03/01]","BB","BICR60750Y","Bi rời 6.0 kiểu caro","750Y","","4","1.40","21/03/2026","","","","5","Đã giao đủ ","HOÀN TẤT","16/03/2026","","",""
"721","THÁNG 03","24/03/2026","CH1","SR","","[DHAG-26/03/02]","BB","BBW2.56","Lắc bi 2.5mm/6.0mm","750W","16.5","6","43.62","","","","","6","Đã giao đủ ","HOÀN TẤT","09/05/2026","47.91gr","",""
"722","THÁNG 03","31/03/2026","CH1","KH","Trang Đinh (sale Như Ý)","[DHAG-26/03/03]","BB","BBY8","Lắc bi 8.0m kiểu xoáy","750Y","18.5","1","14.05","15/04/2026","31/03/2026","03/04/2026","09/04/2026","1","Đã giao đủ ","HOÀN TẤT","13/04/2026","20.58gr","",""
"723","THÁNG 03","31/03/2026","CH1","KH","Trang Đinh (sale Như Ý)","[DHAG-26/03/03]","BB","CBY8","Dây bi 8.0mm kiểu xoáy","750Y","43.2","1","35.30","15/04/2026","31/03/2026","03/04/2026","09/04/2026","1","Đã giao đủ ","HOÀN TẤT","13/04/2026","52.07gr","",""
"724","THÁNG 03","12/03/2026","CH3","KH","","[DHAG-26/03/04]","BB","BBY3","Lắc bi 3.0mm kiểu lồng đèn","750Y","16","1","5.00","20/04/2026","","","13/04/2026","1","Đã giao đủ ","HOÀN TẤT","17/04/2026","","",""
"725","THÁNG 04","13/04/2026","PSX L2","KH","","[DHAG-26/04/01]","BB","BIX30750W","Bi 3.0mm kiểu xoáy","750W","","50","4.50","14/04/2026","","","","56","Đã giao đủ ","HOÀN TẤT","13/04/2026","","",""
"726","THÁNG 04","18/04/2026","PSX L2","KH","","[DHAG-26/04/02]","BB","BIDH80750W","Bi 8.0mm kiểu dưa hấu","750W","","60","60.00","29/04/2026","","28/04/2026","28/04/2026","60","Đã giao đủ ","HOÀN TẤT","29/04/2026","","",""
"727","THÁNG 04","17/04/2026","CH1","SR","","[DHAG-26/04/03]","BB","PKKCC750W","Khóa Lobster size 4mm*10mm","750W","","10","5.70","","","","","13","Đã giao đủ ","HOÀN TẤT","27/04/2026","6.26gr","",""
"728","THÁNG 04","17/04/2026","CH1","SR","","[DHAG-26/04/03]","BB","PKKCC750Y","Khóa Lobster size 4mm*10mm","750Y","","10","5.70","","","","","11","Đã giao đủ ","HOÀN TẤT","27/04/2026","7.52gr","",""
"729","THÁNG 04","22/04/2026","CH3","KH","","[DHAG-26/04/04]","BB","BBY2.534","Lắc bi 2.5mm/3.0mm/4.0mm","750Y","16","1","6.50","25/04/2026","","","","1","Đã giao đủ ","HOÀN TẤT","27/04/2026","","",""
"730","THÁNG 05","04/05/2026","PKD SĨ","KH","BVT-006.2026","[DHAG-26/05/01]","DD","CY40CA1","Dây chữ cong 0.40mm","610Y","2000","1","99.00","16/05/2026","","","","1","Đã giao đủ ","HOÀN TẤT","12/05/2026","","",""
"731","THÁNG 05","25/05/2026","CH1","KH","Sandy Nguyen (sale Như Ý)","[DHAG-26/05/03]","DD","CY60FS","Dây Franco vuông 0.60mm","750Y","61","1","18.44","","","","","1","Đã giao đủ ","HOÀN TẤT","06/06/2026","18.53gr","",""
"732","THÁNG 05","25/05/2026","CH1","KH","SR","[DHAG-26/05/03]","DD","CY60FS","Dây Franco vuông 0.60mm","750Y","56","10","166.93","","","","","10","Đã giao đủ ","HOÀN TẤT","06/06/2026","188.19gr","",""
